t,v1,v2,v3,v4
5.491,0.584125,0.582875,0.58225,0.787
5.536,0.5835,0.583375,0.5835,1.52425
5.579,0.583875,0.583625,0.584125,1.88425
5.624,0.5845,0.5835,0.583625,1.89225
5.668,0.58525,0.582875,0.583875,1.83
5.712,0.585125,0.58325,0.583,1.778
5.757,0.583875,0.583875,0.5825,1.796
5.801,0.584375,0.58375,0.5835,1.803125
5.845,0.584625,0.582875,0.5835,1.788625
5.889,0.584875,0.582875,0.58375,1.746625
5.933,0.584625,0.5835,0.582875,1.73025
5.977,0.584,0.584,0.582375,1.7175
6.021,0.584125,0.58375,0.583125,1.68425
6.065,0.584375,0.5825,0.58275,1.6245
6.109,0.58475,0.583,0.583375,1.687
6.153,0.5845,0.58325,0.582,0.95525
6.198,0.583125,0.58525,0.586125,2.568
6.242,0.583875,0.582375,0.582,1.446875
6.286,0.584,0.5825,0.58275,1.33475
6.33,0.584,0.583125,0.582625,1.1065
6.374,0.58375,0.583,0.58175,0.760375
6.418,0.583,0.583625,0.583125,1.128
6.462,0.58375,0.583625,0.58425,1.74625
6.506,0.584125,0.5825,0.58375,1.8665
6.55,0.58475,0.58275,0.58275,1.822125
6.597,0.5835,0.583375,0.5825,1.786875
6.641,0.58375,0.583125,0.583,1.783625
6.685,0.58425,0.582625,0.58325,1.800875
6.729,0.584375,0.582875,0.58325,1.775375
6.773,0.5845,0.583375,0.5825,1.765
6.817,0.583375,0.583125,0.582625,1.75375
6.861,0.584125,0.58325,0.582875,1.751875
6.905,0.584125,0.582,0.583125,1.72225
6.949,0.584125,0.583,0.583125,1.674875
6.993,0.584,0.58275,0.582,1.653125
7.037,0.583625,0.5835,0.582625,1.69525
7.081,0.58375,0.583125,0.5825,1.200125
7.125,0.583625,0.58275,0.58575,2.819375
7.169,0.585,0.582625,0.582,1.47975
7.213,0.584125,0.583,0.582,1.36075
7.257,0.583375,0.58325,0.58225,1.1545
7.301,0.583625,0.582625,0.582,0.775
7.345,0.583625,0.582125,0.58275,1.027625
7.389,0.583875,0.582875,0.58425,1.71
7.439,0.583625,0.583625,0.583,1.901875
7.487,0.58425,0.582375,0.58325,1.837125
7.533,0.584,0.583125,0.582125,1.803375
7.576,0.58375,0.58325,0.582375,1.81025
7.619,0.584,0.583375,0.583125,1.8345
7.662,0.583875,0.582875,0.583,1.815
7.705,0.584375,0.582375,0.583125,1.806125
7.748,0.584125,0.582625,0.58325,1.7635
7.791,0.584375,0.583,0.58275,1.749875
7.833,0.584125,0.583125,0.582375,1.728875
7.874,0.58375,0.58325,0.582,1.57725
7.916,0.583875,0.583125,0.582625,1.665875
7.957,0.583875,0.58275,0.5825,1.67975
7.998,0.5835,0.58275,0.581625,1.686
8.04,0.585125,0.58525,0.585,1.799625
8.081,0.5845,0.581875,0.582375,1.46825
8.123,0.584,0.582875,0.582875,1.337125
8.164,0.584,0.582125,0.582625,1.06925
8.206,0.583375,0.58275,0.58225,0.744125
8.248,0.583625,0.58275,0.58325,1.250375
8.292,0.583375,0.583375,0.583,1.821625
8.336,0.5835,0.583,0.582875,1.91675
8.38,0.584125,0.583125,0.58275,1.877125
8.424,0.584125,0.582125,0.583,1.825125
8.468,0.584375,0.582875,0.582625,1.809625
8.512,0.584,0.58325,0.58175,1.832375
8.559,0.583625,0.5835,0.58225,1.8395
8.603,0.58375,0.5825,0.583,1.806125
8.647,0.58425,0.58275,0.583,1.78
8.691,0.58425,0.583,0.58175,1.75675
8.735,0.583625,0.58275,0.58225,1.7155
8.779,0.58375,0.58325,0.582625,1.74725
8.823,0.584375,0.58225,0.582875,1.3265
8.867,0.583625,0.58275,0.58525,2.98725
8.911,0.584625,0.582375,0.581,1.512375
8.955,0.583375,0.583125,0.58225,1.39375
8.999,0.583625,0.583125,0.58225,1.18625
9.043,0.583625,0.58225,0.5825,0.785
9.087,0.583625,0.5825,0.583,1.06575
9.131,0.584,0.58325,0.583125,1.77775
9.175,0.5835,0.583,0.58275,1.91775
9.219,0.583875,0.583375,0.582875,1.907625
9.263,0.584125,0.582,0.583,1.835625
9.307,0.58425,0.582875,0.583,1.812125
9.351,0.58375,0.583125,0.582125,1.8215
9.396,0.58375,0.583375,0.58225,1.815375
9.439,0.584,0.583125,0.582625,1.8065
9.484,0.584375,0.58225,0.583,1.78075
9.527,0.584125,0.582625,0.583,1.758625
9.571,0.584125,0.583125,0.582,1.682375
9.615,0.5835,0.58325,0.5825,1.666375
9.659,0.583625,0.582625,0.583,1.73825
9.703,0.58425,0.58225,0.58225,0.896875
9.747,0.58475,0.58325,0.586,2.04875
9.791,0.583625,0.583,0.580375,1.457
9.836,0.583375,0.583375,0.58225,1.347125
9.88,0.583375,0.58275,0.5825,1.086375
9.924,0.583875,0.582,0.582125,0.7505
9.968,0.583375,0.582875,0.583375,1.265875
10.012,0.58375,0.583375,0.583,1.811625
10.056,0.5835,0.583625,0.58275,1.894625
10.1,0.584,0.583125,0.58275,1.859125
10.144,0.584125,0.582375,0.583125,1.811125
10.188,0.584625,0.58275,0.582875,1.789375
10.231,0.584125,0.583125,0.581875,1.803625
10.276,0.583875,0.58325,0.582375,1.803
10.32,0.584,0.582875,0.58275,1.784
10.364,0.584,0.581875,0.583,1.7685
10.408,0.584125,0.582875,0.583375,1.733875
10.452,0.583625,0.583125,0.582,1.7115
10.496,0.583375,0.583375,0.58225,1.57275
10.54,0.583625,0.583125,0.583375,1.693875
10.587,0.58425,0.582,0.582625,1.615
10.631,0.58375,0.582875,0.583875,2.624
10.675,0.584375,0.583375,0.581,1.531125
10.719,0.583875,0.582875,0.58275,1.4185
10.763,0.583625,0.581875,0.58275,1.25875
10.807,0.583875,0.5825,0.582,0.942875
10.851,0.583625,0.582875,0.581875,0.916875
10.895,0.583375,0.5835,0.58325,1.603
10.939,0.58375,0.583125,0.583625,1.870625
10.983,0.583875,0.582375,0.583375,1.868
11.027,0.58425,0.582875,0.58275,1.81025
11.071,0.583875,0.583,0.582,1.797375
11.115,0.583375,0.583125,0.582625,1.820375
11.159,0.58375,0.58325,0.583,1.82175
11.203,0.583875,0.582125,0.58275,1.802
11.247,0.584375,0.58275,0.582875,1.769375
11.291,0.5835,0.583,0.58175,1.746375
11.335,0.58325,0.583375,0.582375,1.742
11.379,0.583375,0.582625,0.583,1.72225
11.423,0.584375,0.582375,0.582625,1.6405
11.467,0.58425,0.58275,0.582875,1.693375
11.511,0.58375,0.583125,0.582125,1.5925
11.555,0.582875,0.582875,0.5835,2.713125
11.599,0.5845,0.58275,0.58175,1.54025
11.643,0.583875,0.582375,0.5825,1.42775
11.687,0.584,0.58275,0.58225,1.241
11.731,0.583375,0.583125,0.5815,0.890125
11.775,0.583,0.58325,0.582,0.882
11.819,0.583625,0.583125,0.5835,1.580375
11.863,0.584,0.58225,0.583625,1.86025
11.907,0.584,0.58275,0.582875,1.86325
11.95,0.583625,0.583125,0.581875,1.825
11.994,0.583125,0.58325,0.582375,1.828125
12.038,0.583875,0.582625,0.582625,1.850375
12.082,0.583875,0.5825,0.583,1.833375
12.126,0.584,0.582875,0.583,1.8245
12.17,0.58375,0.583375,0.581875,1.789625
12.215,0.583375,0.58325,0.582375,1.781875
12.258,0.5835,0.582625,0.582875,1.76
12.302,0.583875,0.582375,0.5825,1.600875
12.347,0.583875,0.58275,0.582875,1.675875
12.391,0.583625,0.583125,0.581875,1.698625
12.435,0.58325,0.582875,0.581375,1.69275
12.478,0.58425,0.583875,0.584625,1.706
12.523,0.5845,0.581,0.582375,1.4585
12.567,0.584375,0.5825,0.581375,1.2785
12.614,0.58325,0.583,0.581625,0.976125
12.657,0.583,0.5825,0.582,0.8055
12.701,0.583625,0.582125,0.583875,1.494875
12.745,0.584125,0.582625,0.5835,1.843625
12.789,0.58425,0.583125,0.582,1.87925
12.833,0.583625,0.58325,0.58225,1.829125
12.877,0.583875,0.582875,0.582875,1.809625
12.921,0.58375,0.582375,0.583,1.818625
12.965,0.584375,0.5825,0.582625,1.836
13.009,0.583875,0.583125,0.58175,1.818125
13.054,0.58325,0.583,0.58225,1.808125
13.099,0.583875,0.582875,0.583125,1.783125
13.143,0.584125,0.58225,0.583,1.73525
13.187,0.58425,0.583,0.582875,1.75575
13.231,0.5835,0.583125,0.581375,1.299375
13.275,0.582875,0.5835,0.584625,3.037
13.319,0.5845,0.582125,0.581875,1.569375
13.363,0.584,0.582375,0.5825,1.412125
13.407,0.584125,0.58275,0.5815,1.194625
13.451,0.58325,0.583,0.581375,0.822375
13.495,0.58325,0.582875,0.58275,1.069
13.539,0.583375,0.582375,0.584125,1.775125
13.584,0.584,0.582125,0.583125,1.93
13.628,0.584375,0.582625,0.58225,1.879
13.672,0.5835,0.583375,0.582,1.8335
13.716,0.583875,0.583125,0.582625,1.8335
13.76,0.58375,0.582125,0.583125,1.850375
13.804,0.58425,0.582125,0.583125,1.83275
13.848,0.58425,0.58275,0.582625,1.81075
13.892,0.583375,0.583375,0.582125,1.8025
13.936,0.584,0.583125,0.58275,1.685625
13.98,0.584,0.582125,0.583,1.75
14.024,0.584125,0.582625,0.583,1.711625
14.068,0.5835,0.58275,0.583375,2.635625
14.112,0.5845,0.583875,0.5815,1.56475
14.156,0.58375,0.582625,0.582625,1.46625
14.2,0.583625,0.582,0.58275,1.294
14.244,0.583375,0.58225,0.58225,0.931375
14.288,0.5835,0.583,0.581375,0.855875
14.332,0.583,0.5835,0.583125,1.629
14.376,0.583625,0.583125,0.583,1.906375
14.42,0.584125,0.581875,0.583,1.8965
14.464,0.58425,0.582125,0.582875,1.839375
14.508,0.584125,0.58275,0.581625,1.81825
14.552,0.583375,0.5835,0.58225,1.82075
14.598,0.583625,0.582125,0.582625,1.822625
14.642,0.584125,0.582375,0.583,1.802
14.686,0.584125,0.583125,0.582125,1.777625
14.73,0.583375,0.58325,0.58175,1.703125
14.774,0.583625,0.58325,0.58225,1.69125
14.823,0.583625,0.582375,0.583,1.740125
14.87,0.583875,0.5825,0.5805,1.32075
14.915,0.58425,0.584125,0.58475,1.71375
14.958,0.5835,0.582125,0.582375,1.463375
15.001,0.584,0.582,0.58275,1.335625
15.045,0.583875,0.582625,0.582125,1.06225
15.088,0.583375,0.58275,0.58175,0.759
15.131,0.583,0.58325,0.58275,1.286375
15.174,0.5835,0.583125,0.583375,1.794625
15.216,0.583875,0.583125,0.58325,1.883
15.257,0.584125,0.58275,0.583,1.851875
15.298,0.584125,0.58275,0.583,1.81425
15.34,0.58375,0.5825,0.58275,1.803
15.381,0.584125,0.58275,0.583,1.823
15.423,0.584,0.5825,0.582875,1.802625
15.465,0.58425,0.58325,0.582875,1.786125
15.506,0.584125,0.583375,0.58275,1.752375
15.547,0.583875,0.583,0.58225,1.730125
15.589,0.583625,0.58275,0.581875,1.644
15.633,0.58325,0.58275,0.58225,1.6425
15.677,0.584,0.58275,0.582875,1.72425
15.721,0.58375,0.582125,0.582,0.804375
15.765,0.58425,0.583625,0.585125,2.021375
15.809,0.58325,0.583,0.580125,1.465625
15.853,0.5835,0.583375,0.58225,1.339625
15.897,0.583375,0.5825,0.582625,1.083
15.941,0.583625,0.58225,0.582,0.7435
15.985,0.5835,0.582875,0.582875,1.22575
16.029,0.583375,0.583125,0.582875,1.78525
16.073,0.583625,0.583125,0.58275,1.883
16.117,0.58425,0.582375,0.583,1.843625
16.161,0.584125,0.5825,0.58275,1.8165
16.205,0.584375,0.583,0.58275,1.81125
16.249,0.58375,0.58325,0.582125,1.830125
16.293,0.58375,0.582875,0.58275,1.843
16.337,0.583875,0.582375,0.582625,1.816
16.381,0.583875,0.58225,0.583,1.796875
16.425,0.584125,0.583,0.582375,1.735375
16.469,0.583625,0.583,0.582,1.6275
16.513,0.58375,0.58325,0.582625,1.750125
16.557,0.584125,0.582375,0.582875,1.573375
16.604,0.584,0.582,0.5845,2.821625
16.648,0.585125,0.583125,0.580625,1.5475
16.692,0.583375,0.58325,0.58225,1.445125
16.736,0.58375,0.582875,0.582625,1.263375
16.78,0.583625,0.582,0.582625,0.895125
