t,v1,v2,v3,v4
7.008,0.58425,0.583625,0.58325,1.222
7.052,0.584625,0.583625,0.584125,1.56875
7.096,0.58475,0.584625,0.584125,1.7915
7.14,0.58475,0.584125,0.583375,1.742
7.184,0.584625,0.58375,0.583875,1.8365
7.228,0.58475,0.584,0.583875,1.819125
7.272,0.584375,0.58375,0.583625,1.746375
7.316,0.5845,0.584125,0.583625,1.695
7.36,0.58475,0.58425,0.583625,1.783
7.41,0.584625,0.58325,0.5815,0.968
7.458,0.585,0.585875,0.585,1.734125
7.505,0.585,0.583125,0.583375,1.542875
7.55,0.585125,0.584125,0.58375,1.378
7.593,0.584625,0.583875,0.583625,1.097375
7.636,0.58425,0.58425,0.583625,1.018875
7.679,0.584875,0.584375,0.584375,1.54075
