Time (s) Z (um)	Deflection (V)
0.63624	-1.6712	0.0491348
0.637	-1.6725	0.061037
0.63776	-1.6738	0.0729392
0.63852	-1.6751	0.0842311
0.63928	-1.6764	0.0955229
0.64004	-1.6777	0.10773
0.6408	-1.679	0.118717
0.64156	-1.6803	0.130924
0.64232	-1.6816	0.143132
0.64308	-1.6829	0.154729
0.64384	-1.6842	0.166326
0.6446	-1.6855	0.177618
0.64536	-1.6868	0.189825
0.64612	-1.6881	0.201727
0.64688	-1.6894	0.213935
0.64764	-1.6907	0.225532
0.6484	-1.692	0.238044
0.64916	-1.6933	0.249641
0.64992	-1.6946	0.262154
0.65068	-1.6959	0.27253
0.65144	-1.6972	0.283822
0.6522	-1.6985	0.29664
0.65296	-1.6998	0.308847
0.65372	-1.7011	0.319224
0.65448	-1.7024	0.332041
0.65524	-1.7037	0.343638
0.656	-1.705	0.356151
0.65676	-1.7063	0.367748
0.65752	-1.7076	0.37965
0.65828	-1.7089	0.391858
0.65904	-1.7102	0.403455
0.6598	-1.7115	0.415357
0.66056	-1.7128	0.427259
0.66132	-1.7141	0.438856
0.66208	-1.7154	0.452589
0.66284	-1.7167	0.463271
0.6636	-1.718	0.474563
0.66436	-1.7193	0.487075
0.66512	-1.7206	0.498978
0.66588	-1.7219	0.51088
0.66664	-1.7232	0.523087
0.6674	-1.7245	0.5356
0.66816	-1.7258	0.546587
0.66892	-1.7271	0.558489
0.66968	-1.7284	0.569475
0.67044	-1.7297	0.580767
0.6712	-1.731	0.592669
0.67196	-1.7323	0.605182
0.67272	-1.7336	0.617389
0.67348	-1.7349	0.629597
0.67424	-1.7362	0.641194
0.675	-1.7375	0.652486
0.67576	-1.7388	0.662862
0.67652	-1.7401	0.674154
0.67728	-1.7414	0.686666
0.67804	-1.7427	0.698569
0.6788	-1.744	0.711081
0.67956	-1.7453	0.722678
0.68032	-1.7466	0.734581
0.68108	-1.7479	0.746788
0.68184	-1.7492	0.759301
0.6826	-1.7505	0.770287
0.68336	-1.7518	0.781579
0.68412	-1.7531	0.793176
0.68488	-1.7544	0.804163
0.68564	-1.7557	0.81698
0.6864	-1.757	0.828883
0.68716	-1.7583	0.8417
0.68792	-1.7596	0.853298
0.68868	-1.7609	0.8652
0.68944	-1.7622	0.877102
0.6902	-1.7635	0.889004
0.69096	-1.7648	0.900601
0.69172	-1.7661	0.914029
0.69248	-1.7674	0.925626
0.69324	-1.7687	0.937223
0.694	-1.77	0.949126
0.69476	-1.7713	0.960723
0.69552	-1.7726	0.972625
0.69628	-1.7739	0.985137
0.69704	-1.7752	0.99704
0.6978	-1.7765	1.00864
0.69856	-1.7778	1.02084
0.69932	-1.7791	1.03214
0.70008	-1.7804	1.04373
0.70084	-1.7817	1.05594
0.7016	-1.783	1.06754
0.70236	-1.7843	1.07883
0.70312	-1.7856	1.09073
0.70388	-1.7869	1.10263
0.70464	-1.7882	1.11515
0.7054	-1.7895	1.12735
0.70616	-1.7908	1.13895
0.70692	-1.7921	1.15177
0.70768	-1.7934	1.16398
0.70844	-1.7947	1.17557
0.7092	-1.796	1.18717
0.70996	-1.7973	1.19785
0.71072	-1.7986	1.21006
0.71148	-1.7999	1.22166
0.71224	-1.8012	1.23325
0.713	-1.8025	1.24607
0.71376	-1.8038	1.25675
0.71452	-1.8051	1.26865
0.71528	-1.8064	1.28117
0.71604	-1.8077	1.29337
0.7168	-1.809	1.30467
0.71756	-1.8103	1.31626
0.71832	-1.8116	1.32725
0.71908	-1.8129	1.33976
0.71984	-1.8142	1.35166
0.7206	-1.8155	1.36265
0.72136	-1.8168	1.37516
0.72212	-1.8181	1.38646
0.72288	-1.8194	1.39897
0.72364	-1.8207	1.41026
0.7244	-1.822	1.42186
0.72516	-1.8233	1.43284
0.72592	-1.8246	1.44444
0.72668	-1.8259	1.4539
0.72744	-1.8272	1.46489
0.7282	-1.8285	1.4771
0.72896	-1.8298	1.48869
0.72972	-1.8311	1.49968
0.73048	-1.8324	1.51067
0.73124	-1.8337	1.52226
0.732	-1.835	1.53539
0.73276	-1.8363	1.54668
0.73352	-1.8376	1.55828
0.73428	-1.8389	1.56926
0.73504	-1.8402	1.58025
0.7358	-1.8415	1.59276
0.73656	-1.8428	1.60497
0.73732	-1.8441	1.61687
0.73808	-1.8454	1.62786
0.73884	-1.8467	1.63823
0.7396	-1.848	1.64983
0.74036	-1.8493	1.66173
0.74112	-1.8506	1.67394
0.74188	-1.8519	1.68523
0.74264	-1.8532	1.69652
0.7434	-1.8545	1.7066
0.74416	-1.8558	1.71636
0.74492	-1.8571	1.72826
0.74568	-1.8584	1.73986
0.74644	-1.8597	1.75054
0.7472	-1.861	1.76336
0.74796	-1.8623	1.77496
0.74872	-1.8636	1.78716
0.74948	-1.8649	1.79876
0.75024	-1.8662	1.81005
0.751	-1.8675	1.82165
0.75176	-1.8688	1.83447
0.75252	-1.8701	1.84668
0.75328	-1.8714	1.85797
0.75404	-1.8727	1.86926
0.7548	-1.874	1.88147
0.75556	-1.8753	1.89337
0.75632	-1.8766	1.90588
0.75708	-1.8779	1.91809
0.75784	-1.8792	1.92908
0.7586	-1.8805	1.94067
0.75936	-1.8818	1.95227
0.76012	-1.8831	1.96356
0.76088	-1.8844	1.97485
0.76164	-1.8857	1.98737
0.7624	-1.887	1.99866
0.76316	-1.8883	2.01056
0.76392	-1.8896	2.02216
0.76468	-1.8909	2.03375
0.76544	-1.8922	2.04566
0.7662	-1.8935	2.05786
0.76696	-1.8948	2.06946
0.76772	-1.8961	2.08136
0.76848	-1.8974	2.09296
0.76924	-1.8987	2.10517
0.77	-1.9	2.11493
0.77076	-1.8987	2.10974
0.77152	-1.8974	2.10395
0.77228	-1.8961	2.09845
0.77304	-1.8948	2.09174
0.7738	-1.8935	2.08625
0.77456	-1.8922	2.07984
0.77532	-1.8909	2.07312
0.77608	-1.8896	2.06702
0.77684	-1.8883	2.05969
0.7776	-1.887	2.05298
0.77836	-1.8857	2.04535
0.77912	-1.8844	2.03864
0.77988	-1.8831	2.0307
0.78064	-1.8818	2.02399
0.7814	-1.8805	2.01636
0.78216	-1.8792	2.00964
0.78292	-1.8779	2.00201
0.78368	-1.8766	1.99347
0.78444	-1.8753	1.98706
0.7852	-1.874	1.97943
0.78596	-1.8727	1.9715
0.78672	-1.8714	1.96326
0.78748	-1.8701	1.95532
0.78824	-1.8688	1.94769
0.789	-1.8675	1.93915
0.78976	-1.8662	1.93121
0.79052	-1.8649	1.92297
0.79128	-1.8636	1.91595
0.79204	-1.8623	1.9071
0.7928	-1.861	1.89978
0.79356	-1.8597	1.89184
0.79432	-1.8584	1.8833
0.79508	-1.8571	1.87506
0.79584	-1.8558	1.86743
0.7966	-1.8545	1.8598
0.79736	-1.8532	1.85064
0.79812	-1.8519	1.8424
0.79888	-1.8506	1.83447
0.79964	-1.8493	1.82562
0.8004	-1.848	1.81738
0.80116	-1.8467	1.80883
0.80192	-1.8454	1.8012
0.80268	-1.8441	1.79235
0.80344	-1.8428	1.78381
0.8042	-1.8415	1.77557
0.80496	-1.8402	1.76672
0.80572	-1.8389	1.75909
0.80648	-1.8376	1.75024
0.80724	-1.8363	1.742
0.808	-1.835	1.73284
0.80876	-1.8337	1.72491
0.80952	-1.8324	1.71545
0.81028	-1.8311	1.70721
0.81104	-1.8298	1.69866
0.8118	-1.8285	1.69073
0.81256	-1.8272	1.68249
0.81332	-1.8259	1.67333
0.81408	-1.8246	1.6657
0.81484	-1.8233	1.65685
0.8156	-1.822	1.64892
0.81636	-1.8207	1.63945
0.81712	-1.8194	1.6306
0.81788	-1.8181	1.62267
0.81864	-1.8168	1.61412
0.8194	-1.8155	1.60497
0.82016	-1.8142	1.59581
0.82092	-1.8129	1.58727
0.82168	-1.8116	1.57811
0.82244	-1.8103	1.56896
0.8232	-1.809	1.56011
0.82396	-1.8077	1.55187
0.82472	-1.8064	1.54363
0.82548	-1.8051	1.53508
0.82624	-1.8038	1.52593
0.827	-1.8025	1.51738
0.82776	-1.8012	1.50792
0.82852	-1.7999	1.49907
0.82928	-1.7986	1.49052
0.83004	-1.7973	1.48167
0.8308	-1.796	1.4716
0.83156	-1.7947	1.46306
0.83232	-1.7934	1.45329
0.83308	-1.7921	1.44414
0.83384	-1.7908	1.43559
0.8346	-1.7895	1.42674
0.83536	-1.7882	1.41789
0.83612	-1.7869	1.40934
0.83688	-1.7856	1.40019
0.83764	-1.7843	1.39256
0.8384	-1.783	1.38371
0.83916	-1.7817	1.37425
0.83992	-1.7804	1.3657
0.84068	-1.7791	1.35655
0.84144	-1.7778	1.3477
0.8422	-1.7765	1.33885
0.84296	-1.7752	1.3303
0.84372	-1.7739	1.32145
0.84448	-1.7726	1.3126
0.84524	-1.7713	1.30314
0.846	-1.77	1.29398
0.84676	-1.7687	1.28513
0.84752	-1.7674	1.27537
0.84828	-1.7661	1.26652
0.84904	-1.7648	1.25736
0.8498	-1.7635	1.2479
0.85056	-1.7622	1.23844
0.85132	-1.7609	1.22959
0.85208	-1.7596	1.22013
0.85284	-1.7583	1.21067
0.8536	-1.757	1.20151
0.85436	-1.7557	1.19266
0.85512	-1.7544	1.18381
0.85588	-1.7531	1.17466
0.85664	-1.7518	1.16581
0.8574	-1.7505	1.15635
0.85816	-1.7492	1.14719
0.85892	-1.7479	1.13834
0.85968	-1.7466	1.12918
0.86044	-1.7453	1.11911
0.8612	-1.744	1.10965
0.86196	-1.7427	1.10019
0.86272	-1.7414	1.09134
0.86348	-1.7401	1.08219
0.86424	-1.7388	1.07334
0.865	-1.7375	1.06418
0.86576	-1.7362	1.05411
0.86652	-1.7349	1.04465
0.86728	-1.7336	1.03549
0.86804	-1.7323	1.02634
0.8688	-1.731	1.01779
0.86956	-1.7297	1.00833
0.87032	-1.7284	0.999176
0.87108	-1.7271	0.98941
0.87184	-1.7258	0.98056
0.8726	-1.7245	0.970489
0.87336	-1.7232	0.961638
0.87412	-1.7219	0.952788
0.87488	-1.7206	0.943327
0.87564	-1.7193	0.933256
0.8764	-1.718	0.923795
0.87716	-1.7167	0.913724
0.87792	-1.7154	0.905179
0.87868	-1.7141	0.896023
0.87944	-1.7128	0.886258
0.8802	-1.7115	0.876186
0.88096	-1.7102	0.867031
0.88172	-1.7089	0.857875
0.88248	-1.7076	0.847804
0.88324	-1.7063	0.839259
0.884	-1.705	0.830103
0.88476	-1.7037	0.820948
0.88552	-1.7024	0.811487
0.88628	-1.7011	0.802332
0.88704	-1.6998	0.793786
0.8878	-1.6985	0.78402
0.88856	-1.6972	0.77456
0.88932	-1.6959	0.764183
0.89008	-1.6946	0.755028
0.89084	-1.6933	0.745567
0.8916	-1.692	0.735191
0.89236	-1.6907	0.726035
0.89312	-1.6894	0.717185
0.89388	-1.6881	0.707724
0.89464	-1.6868	0.698264
0.8954	-1.6855	0.689413
0.89616	-1.6842	0.680258
0.89692	-1.6829	0.669271
0.89768	-1.6816	0.661031
0.89844	-1.6803	0.651875
0.8992	-1.679	0.64272
0.89996	-1.6777	0.632649
0.90072	-1.6764	0.623188
0.90148	-1.6751	0.613422
0.90224	-1.6738	0.604877
0.903	-1.6725	0.595416
0.90376	-1.6712	0.58565
0.90452	-1.6699	0.575884
0.90528	-1.6686	0.566424
0.90604	-1.6673	0.556963
0.9068	-1.666	0.547197
0.90756	-1.6647	0.538041
0.90832	-1.6634	0.528886
0.90908	-1.6621	0.518815
0.90984	-1.6608	0.508438
0.9106	-1.6595	0.498672
0.91136	-1.6582	0.489517
0.91212	-1.6569	0.478835
0.91288	-1.6556	0.46968
0.91364	-1.6543	0.460219
0.9144	-1.653	0.450758
0.91516	-1.6517	0.442213
0.91592	-1.6504	0.431837
0.91668	-1.6491	0.422376
0.91744	-1.6478	0.412915
0.9182	-1.6465	0.40376
0.91896	-1.6452	0.393384
0.91972	-1.6439	0.384228
0.92048	-1.6426	0.374767
0.92124	-1.6413	0.364391
0.922	-1.64	0.353404
0.92276	-1.6387	0.344554
0.92352	-1.6374	0.334788
0.92428	-1.6361	0.325632
0.92504	-1.6348	0.316172
0.9258	-1.6335	0.306101
0.92656	-1.6322	0.29664
0.92732	-1.6309	0.286874
0.92808	-1.6296	0.276803
0.92884	-1.6283	0.267953
0.9296	-1.627	0.256966
0.93036	-1.6257	0.248115
0.93112	-1.6244	0.237129
0.93188	-1.6231	0.227668
0.93264	-1.6218	0.218207
0.9334	-1.6205	0.209967
0.93416	-1.6192	0.200812
0.93492	-1.6179	0.190435
0.93568	-1.6166	0.180364
0.93644	-1.6153	0.170598
0.9372	-1.614	0.160833
0.93796	-1.6127	0.151677
0.93872	-1.6114	0.142216
0.93948	-1.6101	0.13245
0.94024	-1.6088	0.122379
0.941	-1.6075	0.112003
0.94176	-1.6062	0.102237
0.94252	-1.6049	0.0936918
0.94328	-1.6036	0.0836207
0.94404	-1.6023	0.0735496
0.9448	-1.601	0.0640889
0.94556	-1.5997	0.0549333
0.94632	-1.5984	0.0454726
0.94708	-1.5971	0.0354015
0.94784	-1.5958	0.0250252
0.9486	-1.5945	0.0161748
0.94936	-1.5932	0.00518815
0.95012	-1.5919	-0.00396741
0.95088	-1.5906	-0.0137333
0.95164	-1.5893	-0.0231941
0.9524	-1.588	-0.0332652
0.95316	-1.5867	-0.0436415
0.95392	-1.5854	-0.0534074
0.95468	-1.5841	-0.0628681
0.95544	-1.5828	-0.0732444
0.9562	-1.5815	-0.0824
0.95696	-1.5802	-0.0918607
0.95772	-1.5789	-0.102542
0.95848	-1.5776	-0.112308
0.95924	-1.5763	-0.122074
0.96	-1.575	-0.13123
0.96076	-1.5737	-0.141606
0.96152	-1.5724	-0.151677
0.96228	-1.5711	-0.160833
0.96304	-1.5698	-0.170293
0.9638	-1.5685	-0.179754
0.96456	-1.5672	-0.18952
0.96532	-1.5659	-0.199591
0.96608	-1.5646	-0.209662
0.96684	-1.5633	-0.218513
0.9676	-1.562	-0.229194
0.96836	-1.5607	-0.23896
0.96912	-1.5594	-0.248421
0.96988	-1.5581	-0.258492
0.97064	-1.5568	-0.268563
0.9714	-1.5555	-0.277413
0.97216	-1.5542	-0.2884
0.97292	-1.5529	-0.298471
0.97368	-1.5516	-0.308542
0.97444	-1.5503	-0.317392
0.9752	-1.549	-0.328379
0.97596	-1.5477	-0.336924
0.97672	-1.5464	-0.347606
0.97748	-1.5451	-0.357372
0.97824	-1.5438	-0.367138
0.979	-1.5425	-0.376598
0.97976	-1.5412	-0.385754
0.98052	-1.5399	-0.39552
0.98128	-1.5386	-0.405591
0.98204	-1.5373	-0.414747
0.9828	-1.536	-0.426038
0.98356	-1.5347	-0.435804
0.98432	-1.5334	-0.445265
0.98508	-1.5321	-0.454421
0.98584	-1.5308	-0.463881
0.9866	-1.5295	-0.472732
0.98736	-1.5282	-0.482803
0.98812	-1.5269	-0.493179
0.98888	-1.5256	-0.501419
0.98964	-1.5243	-0.510269
0.9904	-1.523	-0.520951
0.99116	-1.5217	-0.529801
0.99192	-1.5204	-0.540483
0.99268	-1.5191	-0.550554
0.99344	-1.5178	-0.558794
0.9942	-1.5165	-0.568255
0.99496	-1.5152	-0.578326
0.99572	-1.5139	-0.588702
0.99648	-1.5126	-0.599078
0.99724	-1.5113	-0.607318
0.998	-1.51	-0.617084
0.99876	-1.5087	-0.62624
0.99952	-1.5074	-0.632649
1.00028	-1.5061	-0.639058
1.00104	-1.5048	-0.646382
1.0018	-1.5035	-0.652486
1.00256	-1.5022	-0.656148
1.00332	-1.5009	-0.660421
1.00408	-1.4996	-0.666829
1.00484	-1.4983	-0.671102
1.0056	-1.497	-0.677511
1.00636	-1.4957	-0.68453
1.00712	-1.4944	-0.690939
1.00788	-1.4931	-0.699484
1.00864	-1.4918	-0.708335
1.0094	-1.4905	-0.715659
1.01016	-1.4892	-0.722068
1.01092	-1.4879	-0.726951
1.01168	-1.4866	-0.735801
1.01244	-1.4853	-0.744041
1.0132	-1.484	-0.751061
1.01396	-1.4827	-0.758385
1.01472	-1.4814	-0.75869
1.01548	-1.4801	-0.763878
1.01624	-1.4788	-0.769066
1.017	-1.4775	-0.777306
1.01776	-1.4762	-0.775475
1.01852	-1.4749	-0.784631
1.01928	-1.4736	-0.792261
1.02004	-1.4723	-0.794702
1.0208	-1.471	-0.79928
1.02156	-1.4697	-0.802942
1.02232	-1.4684	-0.803552
1.02308	-1.4671	-0.806299
1.02384	-1.4658	-0.809961
1.0246	-1.4645	-0.811792
1.02536	-1.4632	-0.817286
1.02612	-1.4619	-0.814844
1.02688	-1.4606	-0.81637
1.02764	-1.4593	-0.816675
1.0284	-1.458	-0.818506
1.02916	-1.4567	-0.819727
1.02992	-1.4554	-0.822779
1.03068	-1.4541	-0.826441
1.03144	-1.4528	-0.827662
1.0322	-1.4515	-0.830714
1.03296	-1.4502	-0.832545
1.03372	-1.4489	-0.834376
1.03448	-1.4476	-0.840785
1.03524	-1.4463	-0.845363
1.036	-1.445	-0.84048
1.03676	-1.4437	-0.838343
1.03752	-1.4424	-0.842311
1.03828	-1.4411	-0.848109
1.03904	-1.4398	-0.848109
1.0398	-1.4385	-0.847194
1.04056	-1.4372	-0.849025
1.04132	-1.4359	-0.85818
1.04208	-1.4346	-0.853908
1.04284	-1.4333	-0.853298
1.0436	-1.432	-0.856044
1.04436	-1.4307	-0.855739
1.04512	-1.4294	-0.860927
1.04588	-1.4281	-0.858791
1.04664	-1.4268	-0.856349
1.0474	-1.4255	-0.860622
1.04816	-1.4242	-0.855129
1.04892	-1.4229	-0.856349
1.04968	-1.4216	-0.864895
1.05044	-1.4203	-0.865505
1.0512	-1.419	-0.867336
1.05196	-1.4177	-0.86581
1.05272	-1.4164	-0.862453
1.05348	-1.4151	-0.869472
1.05424	-1.4138	-0.87405
1.055	-1.4125	-0.878933
1.05576	-1.4112	-0.872219
1.05652	-1.4099	-0.869167
1.05728	-1.4086	-0.867641
1.05804	-1.4073	-0.872219
1.0588	-1.406	-0.874966
1.05956	-1.4047	-0.87344
1.06032	-1.4034	-0.87466
1.06108	-1.4021	-0.871914
1.06184	-1.4008	-0.870388
1.0626	-1.3995	-0.87405
1.06336	-1.3982	-0.875576
1.06412	-1.3969	-0.879238
1.06488	-1.3956	-0.878323
1.06564	-1.3943	-0.886563
1.0664	-1.393	-0.878323
1.06716	-1.3917	-0.876797
1.06792	-1.3904	-0.876186
1.06868	-1.3891	-0.879849
1.06944	-1.3878	-0.885342
1.0702	-1.3865	-0.884426
1.07096	-1.3852	-0.884121
1.07172	-1.3839	-0.881069
1.07248	-1.3826	-0.880764
1.07324	-1.3813	-0.886563
1.074	-1.38	-0.887478
1.07476	-1.3787	-0.885952
1.07552	-1.3774	-0.880764
1.07628	-1.3761	-0.880459
1.07704	-1.3748	-0.89053
1.0778	-1.3735	-0.887173
1.07856	-1.3722	-0.88168
1.07932	-1.3709	-0.886258
1.08008	-1.3696	-0.892972
1.08084	-1.3683	-0.891751
1.0816	-1.367	-0.880459
1.08236	-1.3657	-0.888089
1.08312	-1.3644	-0.890225
1.08388	-1.3631	-0.892666
1.08464	-1.3618	-0.89053
1.0854	-1.3605	-0.886258
1.08616	-1.3592	-0.885037
1.08692	-1.3579	-0.887478
1.08768	-1.3566	-0.889615
1.08844	-1.3553	-0.891446
1.0892	-1.354	-0.894498
1.08996	-1.3527	-0.895108
1.09072	-1.3514	-0.891446
1.09148	-1.3501	-0.889615
1.09224	-1.3488	-0.887478
1.093	-1.3475	-0.892666
1.09376	-1.3462	-0.891446
1.09452	-1.3449	-0.893277
1.09528	-1.3436	-0.894803
1.09604	-1.3423	-0.897244
1.0968	-1.341	-0.892056
1.09756	-1.3397	-0.893582
1.09832	-1.3384	-0.891446
1.09908	-1.3371	-0.89053
1.09984	-1.3358	-0.897549
1.1006	-1.3345	-0.899075
1.10136	-1.3332	-0.895718
1.10212	-1.3319	-0.892361
1.10288	-1.3306	-0.892972
1.10364	-1.3293	-0.893887
1.1044	-1.328	-0.901822
1.10516	-1.3267	-0.897244
1.10592	-1.3254	-0.889004
1.10668	-1.3241	-0.893277
1.10744	-1.3228	-0.894803
1.1082	-1.3215	-0.896023
1.10896	-1.3202	-0.89877
1.10972	-1.3189	-0.896023
1.11048	-1.3176	-0.89938
1.11124	-1.3163	-0.89877
1.112	-1.315	-0.895108
1.11276	-1.3137	-0.893582
1.11352	-1.3124	-0.895718
1.11428	-1.3111	-0.899075
1.11504	-1.3098	-0.902432
1.1158	-1.3085	-0.892361
1.11656	-1.3072	-0.887478
1.11732	-1.3059	-0.892056
1.11808	-1.3046	-0.900906
1.11884	-1.3033	-0.897855
1.1196	-1.302	-0.896023
1.12036	-1.3007	-0.896634
1.12112	-1.2994	-0.896329
1.12188	-1.2981	-0.901822
1.12264	-1.2968	-0.901517
1.1234	-1.2955	-0.899991
1.12416	-1.2942	-0.899686
1.12492	-1.2929	-0.892972
1.12568	-1.2916	-0.901517
1.12644	-1.2903	-0.903348
1.1272	-1.289	-0.898465
1.12796	-1.2877	-0.894192
1.12872	-1.2864	-0.892361
1.12948	-1.2851	-0.896329
1.13024	-1.2838	-0.897855
1.131	-1.2825	-0.894803
1.13176	-1.2812	-0.889309
1.13252	-1.2799	-0.891446
1.13328	-1.2786	-0.891751
1.13404	-1.2773	-0.895108
1.1348	-1.276	-0.886258
1.13556	-1.2747	-0.889309
1.13632	-1.2734	-0.889004
1.13708	-1.2721	-0.890225
1.13784	-1.2708	-0.897244
1.1386	-1.2695	-0.894803
1.13936	-1.2682	-0.889004
1.14012	-1.2669	-0.895413
1.14088	-1.2656	-0.897855
1.14164	-1.2643	-0.890835
1.1424	-1.263	-0.891446
1.14316	-1.2617	-0.895413
1.14392	-1.2604	-0.892972
1.14468	-1.2591	-0.892666
1.14544	-1.2578	-0.895108
1.1462	-1.2565	-0.888699
1.14696	-1.2552	-0.887173
1.14772	-1.2539	-0.896023
1.14848	-1.2526	-0.888699
1.14924	-1.2513	-0.894498
1.15	-1.25	-0.889615
1.15076	-1.2487	-0.892361
1.15152	-1.2474	-0.896329
1.15228	-1.2461	-0.898465
1.15304	-1.2448	-0.892056
1.1538	-1.2435	-0.892056
1.15456	-1.2422	-0.892056
1.15532	-1.2409	-0.894803
1.15608	-1.2396	-0.891446
1.15684	-1.2383	-0.892056
1.1576	-1.237	-0.893277
1.15836	-1.2357	-0.88992
1.15912	-1.2344	-0.889615
1.15988	-1.2331	-0.887478
1.16064	-1.2318	-0.889004
1.1614	-1.2305	-0.897244
1.16216	-1.2292	-0.897549
1.16292	-1.2279	-0.894803
1.16368	-1.2266	-0.896939
1.16444	-1.2253	-0.895108
1.1652	-1.224	-0.895108
1.16596	-1.2227	-0.895718
1.16672	-1.2214	-0.888699
1.16748	-1.2201	-0.885952
1.16824	-1.2188	-0.89816
1.169	-1.2175	-0.893887
1.16976	-1.2162	-0.891751
1.17052	-1.2149	-0.897549
1.17128	-1.2136	-0.895108
1.17204	-1.2123	-0.892666
1.1728	-1.211	-0.890225
1.17356	-1.2097	-0.890225
1.17432	-1.2084	-0.896939
1.17508	-1.2071	-0.88992
1.17584	-1.2058	-0.894498
1.1766	-1.2045	-0.89938
1.17736	-1.2032	-0.89816
1.17812	-1.2019	-0.897244
1.17888	-1.2006	-0.896634
1.17964	-1.1993	-0.896939
1.1804	-1.198	-0.896634
1.18116	-1.1967	-0.897244
1.18192	-1.1954	-0.891446
1.18268	-1.1941	-0.898465
1.18344	-1.1928	-0.902127
1.1842	-1.1915	-0.896634
1.18496	-1.1902	-0.899686
1.18572	-1.1889	-0.892361
1.18648	-1.1876	-0.897855
1.18724	-1.1863	-0.891446
1.188	-1.185	-0.894192
1.18876	-1.1837	-0.898465
1.18952	-1.1824	-0.895108
1.19028	-1.1811	-0.896329
1.19104	-1.1798	-0.896939
1.1918	-1.1785	-0.896329
1.19256	-1.1772	-0.903958
1.19332	-1.1759	-0.902127
1.19408	-1.1746	-0.894803
1.19484	-1.1733	-0.893277
1.1956	-1.172	-0.894803
1.19636	-1.1707	-0.897855
1.19712	-1.1694	-0.887783
1.19788	-1.1681	-0.897855
1.19864	-1.1668	-0.896939
1.1994	-1.1655	-0.893582
1.20016	-1.1642	-0.891751
1.20092	-1.1629	-0.896023
1.20168	-1.1616	-0.88992
1.20244	-1.1603	-0.89114
1.2032	-1.159	-0.893887
1.20396	-1.1577	-0.891751
1.20472	-1.1564	-0.888699
1.20548	-1.1551	-0.89053
1.20624	-1.1538	-0.887478
1.207	-1.1525	-0.893277
1.20776	-1.1512	-0.895413
1.20852	-1.1499	-0.894498
1.20928	-1.1486	-0.890225
1.21004	-1.1473	-0.891751
1.2108	-1.146	-0.892666
1.21156	-1.1447	-0.896329
1.21232	-1.1434	-0.899075
1.21308	-1.1421	-0.896939
1.21384	-1.1408	-0.894498
1.2146	-1.1395	-0.893277
1.21536	-1.1382	-0.897244
1.21612	-1.1369	-0.893582
1.21688	-1.1356	-0.895718
1.21764	-1.1343	-0.894498
1.2184	-1.133	-0.896939
1.21916	-1.1317	-0.896023
1.21992	-1.1304	-0.902432
1.22068	-1.1291	-0.903348
1.22144	-1.1278	-0.893887
1.2222	-1.1265	-0.893887
1.22296	-1.1252	-0.892361
1.22372	-1.1239	-0.895413
1.22448	-1.1226	-0.893582
1.22524	-1.1213	-0.892361
1.226	-1.12	-0.895413
1.22676	-1.1187	-0.893277
1.22752	-1.1174	-0.888699
1.22828	-1.1161	-0.892666
1.22904	-1.1148	-0.88992
1.2298	-1.1135	-0.885647
1.23056	-1.1122	-0.889004
1.23132	-1.1109	-0.901212
1.23208	-1.1096	-0.899075
1.23284	-1.1083	-0.900296
1.2336	-1.107	-0.89877
1.23436	-1.1057	-0.895718
1.23512	-1.1044	-0.896023
1.23588	-1.1031	-0.888394
1.23664	-1.1018	-0.889004
1.2374	-1.1005	-0.889309
1.23816	-1.0992	-0.894803
1.23892	-1.0979	-0.885342
1.23968	-1.0966	-0.887478
1.24044	-1.0953	-0.889615
1.2412	-1.094	-0.895108
1.24196	-1.0927	-0.89816
1.24272	-1.0914	-0.897855
1.24348	-1.0901	-0.891446
1.24424	-1.0888	-0.895718
1.245	-1.0875	-0.897549
1.24576	-1.0862	-0.896939
1.24652	-1.0849	-0.895718
1.24728	-1.0836	-0.900601
1.24804	-1.0823	-0.897855
1.2488	-1.081	-0.896634
1.24956	-1.0797	-0.901212
1.25032	-1.0784	-0.895718
1.25108	-1.0771	-0.889309
1.25184	-1.0758	-0.88992
1.2526	-1.0745	-0.888699
1.25336	-1.0732	-0.89114
1.25412	-1.0719	-0.895108
1.25488	-1.0706	-0.899686
1.25564	-1.0693	-0.900296
1.2564	-1.068	-0.89114
1.25716	-1.0667	-0.88992
1.25792	-1.0654	-0.88992
1.25868	-1.0641	-0.889615
1.25944	-1.0628	-0.894192
1.2602	-1.0615	-0.893887
1.26096	-1.0602	-0.894803
1.26172	-1.0589	-0.894498
1.26248	-1.0576	-0.896939
1.26324	-1.0563	-0.901212
1.264	-1.055	-0.894192
1.26476	-1.0537	-0.89816
1.26552	-1.0524	-0.897855
1.26628	-1.0511	-0.891446
1.26704	-1.0498	-0.895718
1.2678	-1.0485	-0.890835
1.26856	-1.0472	-0.892666
1.26932	-1.0459	-0.89114
1.27008	-1.0446	-0.895718
1.27084	-1.0433	-0.896023
1.2716	-1.042	-0.895718
1.27236	-1.0407	-0.89938
1.27312	-1.0394	-0.900601
1.27388	-1.0381	-0.89816
1.27464	-1.0368	-0.89877
1.2754	-1.0355	-0.897549
1.27616	-1.0342	-0.894192
1.27692	-1.0329	-0.900601
1.27768	-1.0316	-0.89938
1.27844	-1.0303	-0.897549
1.2792	-1.029	-0.899991
1.27996	-1.0277	-0.896023
1.28072	-1.0264	-0.896023
1.28148	-1.0251	-0.889309
1.28224	-1.0238	-0.896329
1.283	-1.0225	-0.897549
